"Search Keyword","Users","Sessions","Searches"
"sparkexception - job aborted due to stage failure  on running query the command get failed due to sparkexception - job aborted due to stage failure. the issue is not continuously occurring sometime it occur on same query sometime it doesn't.",1,1,"1"
"specify auto loader checkpoint location with delta live table",1,1,"1"
"specify compute region for gcp",1,1,"1"
"spill issue - job runs much longer than expected - seek recommendations",1,1,"1"
"split function",1,1,"1"
"split function (databricks python",1,1,"1"
"split function (databricks sql)",1,1,"1"
"split function python",1,1,"1"
"split stringi",1,1,"1"
"splitting",1,1,"1"
"splitting data",1,1,"1"
"splitting data python",1,1,"1"
"sporadic connection error when writing to feature table",1,1,"1"
"spot fall back to on-demand option on job cluster",1,1,"1"
"spring vulnerabilities",1,1,"1"
"spring4",1,1,"1"
"spring4shell security statement",1,1,"1"
"sprint string",1,1,"1"
"sql ""variables""",1,1,"1"
"sql access control error",1,1,"1"
"sql analyst",1,1,"1"
"sql analytics [internet connection issue]",1,1,"1"
"sql analytics issue",1,1,"1"
"sql analytics issue [no data issue]",1,1,"1"
"sql analytics query profile",1,1,"1"
"sql analytics unable to run query",1,1,"1"
"sql connection",1,1,"1"
"sql constantly fails after previously running successfully.",1,1,"1"
"sql create table",1,1,"1"
"sql data slow loading",1,1,"1"
"sql distinct create or replace table",1,1,"1"
"sql distinct create or replace table no rows copie",1,1,"1"
"sql editor",1,1,"1"
"sql end poing",1,1,"1"
"sql end point",1,1,"1"
"sql end point connection with microstra",1,1,"1"
"sql end point vs cluster performance for rshiny",1,1,"1"
"sql endpoing unity catalog error",1,1,"1"
"sql endpoint being auto launched",1,1,"1"
"sql endpoint change owner",1,1,"1"
"sql endpoint cluster error",1,1,"1"
"sql endpoint cluster has senstive config in plain text",1,1,"1"
"sql endpoint dfs",1,1,"1"
"sql endpoint display wrong value when the length of number is more than 15 digit",1,1,"1"
"sql endpoint down in production.",1,1,"1"
"sql endpoint error",1,1,"1"
"sql endpoint error when running the same query in dashboard",1,1,"1"
"sql endpoint fail to see query profile",1,1,"1"
"sql endpoint failing to start",1,1,"1"
"sql endpoint is renamed in workspace to sql warehouse",1,1,"1"
"sql endpoint issues",1,1,"1"
"sql endpoint logs",1,1,"1"
"sql endpoint monitoring",1,1,"1"
"sql endpoint performance issue",1,1,"1"
"sql endpoint queries taking more time than expected - related to sf 00138004",1,1,"1"
"sql endpoint serverless",1,1,"1"
"sql endpoint: failed to load tables error",1,1,"1"
"sql endpoints are not working",1,1,"1"
"sql endpoints not adding clustername tag to ec2 instances",1,1,"1"
"sql endpoints not starting",1,1,"1"
"sql endpoints throw intermittent 404 errors",1,1,"1"
"sql functions",1,1,"1"
"sql notebook",1,1,"1"
"sql option not avaiable",1,1,"1"
"sql parameter isn't being ignored when commented out",1,1,"1"
"sql parse exception on sql analytics, succeeds on athena",1,1,"1"
"sql person does not appear",1,1,"1"
"sql query ran for 25 hours and normally completes in few seconds.",1,1,"1"
"sql query returning different results on data science vs sql analytics",1,1,"1"
"sql query runs fine on dbr 7.3 lts but exact same query is broken on dbr 10.4 lts",1,1,"1"
"sql query variables dont work",1,1,"1"
"sql reference for databricks sql",1,1,"1"
"sql rename column",1,1,"1"
"sql scripts getting errored out during execution",1,1,"1"
"sql server",1,1,"1"
"sql server xonnections",1,1,"1"
"sql shortcut",1,1,"1"
"sqlcontext.sql(""set spark.databricks.delta.formatcheck.enabled=false"")",1,1,"1"
"sqlendpoint creating nodes more than active",1,1,"1"
"sqlrecoverableexception: io error: connection reset",1,1,"1"
"sql能在开源spark上正常执行，但是在databricks上无法执行-",1,1,"1"
"squid proxy implementation for outbound traffic",1,1,"1"
"sr 2205190050002600 - photon | spark | there is no space for new record",1,1,"1"
"ssh access for e2 secure clusters",1,1,"1"
"ssl",1,1,"1"
"ssl certificate verification failing for a job in aus5 region when accessing adl",1,1,"1"
"ssl certificatte",1,1,"1"
"ssl connection with obiee 12c",1,1,"1"
"ssl eof",1,1,"1"
"ssl kafka",1,1,"1"
"sslhandshakeexception: no subject alternative dns name matching smbistlrs1.privatelink.dfs.core.windows.net found",1,1,"1"
"ssm agent installation on databricks prod and non-prod worker notes",1,1,"1"
"ssms",1,1,"1"
"sso between applications",1,1,"1"
"sso broken in all workespaces",1,1,"1"
"sso config change from ping to azure is failing in e1.",1,1,"1"
"sso configuration disabled",1,1,"1"
"sso is disabled",1,1,"1"
"sso issue for https://pwc-nonprod.cloud.databricks.com/",1,1,"1"
"sso issue with new databrick e2 implementation",1,1,"1"
"sso keycloak",1,1,"1"
"sso parameters",1,1,"1"
"sso saml",1,1,"1"
"sso saml  authentication issue with users logging into the us prod databricks environment",1,1,"1"
"sso settings removed",1,1,"1"
"sso token error",1,1,"1"
"sso with account level",1,1,"1"
"stage failure while streaming data from parquet to delta format",1,1,"1"
"stardog metastore refresh is slow in databricks cluster",1,1,"1"
"start aclusters",1,1,"1"
"starting 22 march, there is a substantial increase in cost of the dbfs storage account",1,1,"1"
"starting the cluster fails with self_bootstrap_failure consistently.",1,1,"1"
"state_message",1,1,"1"
"status",1,1,"1"
"status of a job that failed to create a cluster not reported correctly",1,1,"1"
"statuscode=409 statusdescription=the specified path already exists.",1,1,"1"
"statuslogger unrecognized",1,1,"1"
"statuslogger unrecognized format",1,1,"1"
"steps to grant read access to a user on databricks scope and secret",1,1,"1"
"stepup dynamo external source",1,1,"1"
"storage",1,1,"1"
"storage access inconsistent",1,1,"1"
"storage class",1,1,"1"
"str' object has no attribute 'sql_ctx'",1,1,"1"
"strange ui in job list",1,1,"1"
"stream ingestion cloudfiles failure",1,1,"1"
"stream jobs with multiple source fails after restart",1,1,"1"
"stream process fail on missing file",1,1,"1"
"stream to delta only generates schema folder",1,1,"1"
"streaming",1,1,"1"
"streaming ""schema_of_json""",1,1,"1"
"streaming \""schema_of_json\""",1,1,"1"
"streaming \\\""schema_of_json\\\""",1,1,"1"
"streaming aggregation not working",1,1,"1"
"streaming change data feed",1,1,"1"
"streaming data processing",1,1,"1"
"streaming data processing getting stuck after few hours",1,1,"1"
"streaming delta table with changedatafeed enabled breaks when zero rows are merged",1,1,"1"
"streaming exception",1,1,"1"
"streaming executors are getting stuck and die",1,1,"1"
"streaming in production",1,1,"1"
"streaming job concurrent append exception issue",1,1,"1"
"streaming job failing in databricks",1,1,"1"
"streaming job is getting failed",1,1,"1"
"streaming job throwing error",1,1,"1"
"streaming to multiple tables",1,1,"1"
"streamingqueryexception detected a data update",1,1,"1"
"string separate",1,1,"1"
"struct",1,1,"1"
"structured streaming repartition",1,1,"1"
"structured streaming stuck as ""stream initializing""",1,1,"1"
"structured streaming: reading from multiple kafka topics",1,1,"1"
"sts token expiry on redshift copy",1,1,"1"
"stting up a new connectivity to aws s3. it is required a new certificate to be installed.",1,1,"1"
"stuck at running command mount",1,1,"1"
"student",1,1,"1"
"style",1,1,"1"
"submit a case",1,1,"1"
"submit a ticket",1,1,"1"
"submit ticket",1,1,"1"
"submitting mutiple spark job task through run submit api",1,1,"1"
"submitting sql notebook using databricks api",1,1,"1"
"subscription is not registered for adb private workspace",1,1,"1"
"substitute parameters dynamically in job json",1,1,"1"
"sudden cluster termination with error message ""cloud_provider_shutdown"" | arr sr# 2205250030000379",1,1,"1"
"suddenly unable to log in to workspaces via sso",1,1,"1"
"suggestion: why don't you use iso 8601 format on consoles?",1,1,"1"
"support access",1,1,"1"
"support case",1,1,"1"
"support for on-prem bitbucket (bitbucket enterprise edition)",1,1,"1"
"support package",1,1,"1"
"support pricing",1,1,"1"
"support service principals at the account level for automation",1,1,"1"
"support sla",1,1,"1"
"support tasks",1,1,"1"
"support ticket",1,1,"1"
"supportability of  rhel 8  in odbc simba driver",1,1,"1"
"supportability of odbc simba driver in rhel 8",1,1,"1"
"suspen notification of workspace",1,1,"1"
"swagger client",1,1,"1"
"switch cloud",1,1,"1"
"swithcing e1 from adfs to azure ad sso - errors",1,1,"1"
"synapse",1,1,"1"
"synapse loading with jdbc url",1,1,"1"
"synapse pipelines failing",1,1,"1"
"sync",1,1,"1"
"synch databricks configured configure unable ad provisionning scim issue enterprise",1,1,"1"
"syncing with dr workspace",1,1,"1"
"system classpath",1,1,"1"
"system deny assignment created by azure databricks",1,1,"1"
"system requirements",1,1,"1"
"system tables",1,1,"1"
"table",1,1,"1"
"table access",1,1,"1"
"table access permissions getting revoked in sql endpoint",1,1,"1"
"table batch reads and writes",1,1,"1"
"table functions can't use parameters in nested sql",1,1,"1"
"table has zero rows in databricks",1,1,"1"
"table or view not found on warehouse sql endpoint",1,1,"1"
"table utility commands",1,1,"1"
"tableau ssl",1,1,"1"
"tableau, ssl_connect: certificate verify failed",1,1,"1"
"tablesample clause",1,1,"1"
"tagging cluster resource",1,1,"1"
"tagging jobs",1,1,"1"
"tags for instances in the pool",1,1,"1"
"take collect",1,1,"1"
"take too much time to complete notebook",1,1,"1"
"tanvir filing test ticket",1,1,"1"
"task failures",1,1,"1"
"temporarily_unavailable: http response code: 504",1,1,"1"
"tensorflow",1,1,"1"
"terminate existing cluster",1,1,"1"
"terminate existing cluster in community edition",1,1,"1"
"terminated",1,1,"1"
"terraform",1,1,"1"
"terraform databricks_spark_version returning aarch64 images when graviton off",1,1,"1"
"terraform error for mounting a bucket",1,1,"1"
"terraform failures",1,1,"1"
"terraform high concurrency cluster with table acl's on",1,1,"1"
"terraform pipeline fails while creating cluster",1,1,"1"
"terraform pipelines failing",1,1,"1"
"terraform provider recreating instance pool when updating tags",1,1,"1"
"terraform script for defining sql permissions",1,1,"1"
"terraform support for catalog, schema and table grants in unity",1,1,"1"
"terraform template limitation",1,1,"1"
"terraform utilize generated token",1,1,"1"
"test case by pablo",1,1,"1"
"test email notification",1,1,"1"
"test rnd - disconnectedclientexception, unexpectedhttpexception while running a notebook",1,1,"1"
"testing",1,1,"1"
"testing case for email notification. ignore. assign it to smijith if found unassigned",1,1,"1"
"testing case for email thread merg",1,1,"1"
"testing notebooks",1,1,"1"
"text files - spark 3.2.1 documentation",1,1,"1"
"text wrapping",1,1,"1"
"the api returns library status as installed but then the cells below fail to find the library",1,1,"1"
"the cluster is not starting",1,1,"1"
"the count result sometimes becomes 0 when select query executed",1,1,"1"
"the cx failed to spin up npip cluster, after they add australiaeast.azuredatabricks.net, it works",1,1,"1"
"the cx wants to know when the build-in function localtimestamp() will be available",1,1,"1"
"the deployment of the resource is failing due to invalidaccesstoken",1,1,"1"
"the error 'modulenotfounderror' occurred, but the libs were installed on databricks",1,1,"1"
"the execution of this command did not finish successfully",1,1,"1"
"the execution of this command did not finish successfully.",1,1,"1"
"the execution of this command did not finish successfully. cancelled.",1,1,"1"
"the function does not support the dbfs fuse mount.",1,1,"1"
"the job failed with init script exception.",1,1,"1"
"the job hung up for long trying to get hms data",1,1,"1"
"the jobs fail when attempting to distribute this workflow into worker nodes",1,1,"1"
"the library named of msodbcsql17 is installed however pyodbc failed with error '('01000', '[01000] [unixodbc] can't open  'odbc driver''",1,1,"1"
"the newly created workspace url for processing-mlorca-prd-bpp is not working",1,1,"1"
"the notebooks are detached from the cluster",1,1,"1"
"the right way to set workflows job with git",1,1,"1"
"the run of a repo notebook is taking 8 minutes to process each cell",1,1,"1"
"the same query is taking 40 min in powerbi however  if we run it directly on the sql endpoint it tooks almost 2 min",1,1,"1"
"the sample query in ""run your first query "" would not work",1,1,"1"
"the spark context has stopped and the driver is restarting",1,1,"1"
"the spark ui link not acccessible",1,1,"1"
"the training process is idle",1,1,"1"
"the user ryan.cox.-nd@disneystreaming.com is unable to login to databricks via sso",1,1,"1"
"them",1,1,"1"
"theme",1,1,"1"
"there is no database named delta",1,1,"1"
"this delta live tables query is syntactically valid, but you must create a pipeline in order to define and populate your table.",1,1,"1"
"this is a follow up ticket for 00146626",1,1,"1"
"this is test - upwork",1,1,"1"
"time",1,1,"1"
"time & date should be in est for our business conditions",1,1,"1"
"time 2022-05-04 10:27:59 ist message cluster terminated.reason:azure quota exceeded exception  error code: invalidtemplatedeployment, error message: the template deployment failed with error: 'the resource with id: '/subscriptions/a7d209b0-55be-4035-82d3-5b781b6ec360/resourcegroups/databricks-rg-databricksworkspace-ax6r6idmmm4gm/providers/microsoft.compute/virtualmachines/38b04bae0ab147809b055a4ee2a690e1' failed validation with message: 'the requested size for resource '/subscriptions/a7d209b0-5",1,1,"1"
"time out error",1,1,"1"
"time out on jobs",1,1,"1"
"timeout error on redshift data copy from databricks",1,1,"1"
"timeout issues--2204220040007031",1,1,"1"
"timeparser policy",1,1,"1"
"timestamp error while reading data",1,1,"1"
"title",1,1,"1"
"to_csv function",1,1,"1"
"to_excel",1,1,"1"
"token id",1,1,"1"
"too many connections error",1,1,"1"
